ARTICLE_ID,SECTION_TEXT
28,gold stater of the seleucid king antiochus i soter reigned 281261 bce showing on the reverse a nude apollo holding his key attributes two arrows and a bow apollos most common attributes were the bow and arrow other attributes of his included the kithara an advanced version of the common lyre the plectrum and the sword another common emblem was the sacrificial tripod representing his prophetic powers the pythian games were held in apollos honor every four years at delphi the bay laurel plant was used in expiatory sacrifices and in making the crown of victory at these games the palm tree was also sacred to apollo because he had been born under one in delos animals sacred to apollo included wolves dolphins roe deer swans cicadas symbolizing music and song hawks ravens crows snakes referencing apollos function as the god of prophecy mice and griffins mythical eaglelion hybrids of eastern origin apollo citharoedus apollo with a kithara musei capitolini rome as god of colonization apollo gave oracular guidance on colonies especially during the height of colonization 750550 bce according to greek tradition he helped cretan or arcadian colonists found the city of troy however this story may reflect a cultural influence which had the reverse direction hittite cuneiform texts mention a minor asian god called appaliunas or apalunas in connection with the city of wilusa attested in hittite inscriptions which is now generally regarded as being identical with the greek ilion by most scholars in this interpretation apollos title of lykegenes can simply be read as born in lycia which effectively severs the gods supposed link with wolves possibly a folk etymology in literary contexts apollo represents harmony order and reasoncharacteristics contrasted with those of dionysus god of wine who represents ecstasy and disorder the contrast between the roles of these gods is reflected in the adjectives apollonian and dionysian however the greeks thought of the two qualities as complementary the two gods are brothers and when apollo at winter left for hyperborea he would leave the delphic oracle to dionysus this contrast appears to be shown on the two sides of the borghese vase apollo is often associated with the golden mean this is the greek ideal of moderation and a virtue that opposes gluttony
28,apollo seated with lyre porphyry and marble 2nd century ad farnese collection naples italy the name apollounlike the related older name paeanis generally not found in the linear b mycenean greek texts although there is a possible attestation in the lacunose form perjo linear b on the kn e 842 tablet the etymology of the name is uncertain the spelling in classical attic had almost superseded all other forms by the beginning of the common era but the doric form apellon is more archaic as it is derived from an earlier it probably is a cognate to the doric month apellaios and the offerings apellaia at the initiation of the young men during the familyfestival apellai according to some scholars the words are derived from the doric word apella which originally meant wall fence for animals and later assembly within the limits of the square apella is the name of the popular assembly in sparta corresponding to the ecclesia r s p beekes rejected the connection of the theonym with the noun apellai and suggested a pregreek protoform apalyun several instances of popular etymology are attested from ancient authors thus the greeks most often associated apollos name with the greek verb apollymi to destroy plato in cratylus connects the name with apolysis redemption with apolousis purification and with haploun simple in particular in reference to the thessalian form of the name and finally with aeiballon evershooting hesychius connects the name apollo with the doric apella which means assembly so that apollo would be the god of political life and he also gives the explanation sekos fold in which case apollo would be the god of flocks and herds in the ancient macedonian language pella means stone and some toponyms may be derived from this word pella the capital of ancient macedonia and pellēnēpallene a number of nongreek etymologies have been suggested for the name the hittite form apaliunas d is attested in the manapatarhunta letter perhaps related to hurrian and certainly the etruscan aplu a god of plague in turn likely from akkadian aplu enlil meaning simply the son of enlil a title that was given to the god nergal who was linked to shamash babylonian god of the sun the role of apollo as god of plague is evident in the invocation of apollo smintheus mouse apollo by chryses the trojan priest of apollo with the purpose of sending a plague against the greeks the reasoning behind a god of the plague becoming a god of healing is of course apotropaic meaning that the god responsible for bringing the plague must be appeased in order to remove the plague the hittite testimony reflects an early form which may also be surmised from comparison of cypriot with doric a luwian etymology suggested for apaliunas makes apollo the one of entrapment perhaps in the sense of hunter grecoroman epithets apollos chief epithet was phoebus phoibos literally bright it was very commonly used by both the greeks and romans for apollos role as the god of light like other greek deities he had a number of others applied to him reflecting the variety of roles duties and aspects ascribed to the god however while apollo has a great number of appellations in greek myth only a few occur in latin literature sun aegletes αἰγλήτης aiglētēs from light of the sun helius helios literally sun lyceus lykeios from protogreek light the meaning of the epithet lyceus later became associated with apollos mother leto who was the patron goddess of lycia and who was identified with the wolf phanaeus phanaios literally giving or bringing light phoebus phoibos literally bright his most commonly used epithet by both the greeks and romans sol roman sun in latin wolf lycegenes lukēgenēs literally born of a wolf or born of lycia lycoctonus lykoktonos from wolf and to kill origin and birth apollos birthplace was mount cynthus on the island of delos cynthius kunthios literally cynthian cynthogenes kynthogenēs literally born of cynthus delius δήλιος delios literally delian didymaeus didymaios from δίδυμος twin as artemis twin partial view of the temple of apollo epikurios healer at bassae in southern greece place of worship delphi and actium were his primary places of worship acraephius akraiphios literally acraephian or acraephiaeus akraiphiaios acraephian from the boeotian town of acraephia reputedly founded by his son acraepheus actiacus aktiakos literally actian after actium delphinius delphinios literally delphic after delphi δελφοί an etiology in the homeric hymns associated this with dolphins pythius puthios from πυθώ pythō from the region around delphi smintheus smintheus sminthianthat is of the town of sminthos or sminthe near the troad town of hamaxitus temple of the delians at delos dedicated to apollo 478 bc 19thcentury penandwash restoration temple of apollo smintheus at çanakkale turkey healing and disease acesius akesios from healing acesius was the epithet of apollo worshipped in elis where he had a temple in the agora acestor akestōr literally healer culicarius roman from latin culicārius of midges iatrus iātros literally physician medicus roman physician in latin a temple was dedicated to apollo medicus at rome probably next to the temple of bellona paean paiānphysician healer parnopius parnopios from locust founder and protector agyieus aguīeus from street for his role in protecting roads and homes alexicacus alexikakos literally warding off evil apotropaeus apotropaios from to avert archegetes arkhēgetēs literally founder averruncus roman from latin āverruncare to avert clarius klārios from doric allotted lot epicurius epikourios from to aid genetor genetōr literally ancestor nomius nomios literally pastoral nymphegetes numphēgetēs from nymph and leader for his role as a protector of shepherds and pastoral life prophecy and truth coelispex roman from latin coelum sky and specere to look at iatromantis iātromantis from physician and prophet referring to his role as a god both of healing and of prophecy leschenorius leskhēnorios from converser loxias loxias from to say historically associated with ambiguous manticus mantikos literally prophetic music and arts musagetes doric mousāgetās from muse and leader musegetes mousēgetēs as the preceding archery aphetor aphētōr from to let loose aphetorus aphētoros as the preceding arcitenens roman literally bowcarrying argyrotoxus argyrotoxos literally with silver bow hecaërgus hekaergos literally farshooting hecebolus hekēbolos farshooting ismenius ismēnios literally of ismenus after ismenus the son of amphion and niobe whom he struck with an arrow celtic epithets and cult titles apollo was worshipped throughout the roman empire in the traditionally celtic lands he was most often seen as a healing and sun god he was often equated with celtic gods of similar character apollo atepomarus the great horseman or possessing a great horse apollo was worshipped at mauvières indre horses were in the celtic world closely linked to the sun apollo belenus bright or brilliant this epithet was given to apollo in parts of gaul northern italy and noricum part of modern austria apollo belenus was a healing and sun god apollo cunomaglus hound lord a title given to apollo at a shrine at nettleton shrub wiltshire may have been a god of healing cunomaglus himself may originally have been an independent healing god apollo grannus grannus was a healing spring god later equated with apollo apollo maponus a god known from inscriptions in britain this may be a local fusion of apollo and maponus apollo moritasgus masses of sea water an epithet for apollo at alesia where he was worshipped as god of healing and possibly of physicians apollo vindonnus clear light apollo vindonnus had a temple at essarois near châtillonsurseine in presentday burgundy he was a god of healing especially of the eyes apollo virotutis benefactor of mankind apollo virotutis was worshipped among other places at fins dannecy hautesavoie and at jublains maineetloire
28,william blakes illustrations of on the morning of christs nativity 1809 apollo has often featured in postclassical art and literature percy bysshe shelley composed a hymn of apollo 1820 and the gods instruction of the muses formed the subject of igor stravinskys apollon musagète 19271928 in 1978 the canadian band rush released an album with songs apollo bringer of wisdomdionysus bringer of love in discussion of the arts a distinction is sometimes made between the apollonian and dionysian impulses where the former is concerned with imposing intellectual order and the latter with chaotic creativity friedrich nietzsche argued that a fusion of the two was most desirable carl jungs apollo archetype represents what he saw as the disposition in people to overintellectualise and maintain emotional distance charles handy in gods of management 1978 uses greek gods as a metaphor to portray various types of organisational culture apollo represents a role culture where order reason and bureaucracy prevail in spaceflight the nasa program for landing astronauts on the moon was named apollo
28,the omphalos in the museum of delphi the cult centers of apollo in greece delphi and delos date from the 8th century bce the delos sanctuary was primarily dedicated to artemis apollos twin sister at delphi apollo was venerated as the slayer of pytho for the greeks apollo was all the gods in one and through the centuries he acquired different functions which could originate from different gods in archaic greece he was the prophet the oracular god who in older times was connected with healing in classical greece he was the god of light and of music but in popular religion he had a strong function to keep away evil walter burkert discerned three components in the prehistory of apollo worship which he termed a doriannorthwest greek component a cretanminoan component and a syrohittite component from his eastern origin apollo brought the art of inspection of symbols and omina σημεία και τέρατα semeia kai terata and of the observation of the omens of the days the inspiration oracularcult was probably introduced from anatolia the ritualism belonged to apollo from the beginning the greeks created the legalism the supervision of the orders of the gods and the demand for moderation and harmony apollo became the god of shining youth the protector of music spirituallife moderation and perceptible order the improvement of the old anatolian god and his elevation to an intellectual sphere may be considered an achievement of the greek people healer and godprotector from evil the function of apollo as a healer is connected with paean the physician of the gods in the iliad who seems to come from a more primitive religion paeοn is probably connected with the mycenean pajawone linear b but this is not certain he did not have a separate cult but he was the personification of the holy magicsong sung by the magicians that was supposed to cure disease later the greeks knew the original meaning of the relevant song paean the magicians were also called seerdoctors and they used an ecstatic prophetic art which was used exactly by the god apollo at the oracles in the iliad apollo is the healer under the gods but he is also the bringer of disease and death with his arrows similar to the function of the vedic god of disease rudra he sends a plague to the achaeans the god who sends a disease can also prevent it therefore when it stops they make a purifying ceremony and offer him a hecatomb to ward off evil when the oath of his priest appeases they pray and with a song they call their own god the paean some common epithets of apollo as a healer are paion literally healer or helper epikourios help oulios healed wound also a scar and loimios plague in classical times his strong function in popular religion was to keep away evil and was therefore called apotropaios divert deter avert and alexikakos from v n defend from evil in later writers the word usually spelled paean becomes a mere epithet of apollo in his capacity as a god of healing homer illustrated paeon the god and the song both of apotropaic thanksgiving or triumph such songs were originally addressed to apollo and afterwards to other gods to dionysus to apollo helios to apollos son asclepius the healer about the 4th century bce the paean became merely a formula of adulation its object was either to implore protection against disease and misfortune or to offer thanks after such protection had been rendered it was in this way that apollo had become recognised as the god of music apollos role as the slayer of the python led to his association with battle and victory hence it became the roman custom for a paean to be sung by an army on the march and before entering into battle when a fleet left the harbour and also after a victory had been won dorian origin apollo victorious over the python by the florentine pietro francavilla dated 1591 depicting apollos first triumph when he slew with his bow and arrows the serpent python which lies dead at his feet the walters art museum the connection with the dorians and their initiation festival apellai is reinforced by the month apellaios in northwest greek calendars the familyfestival was dedicated to apollo doric apellaios is the month of these rites and apellon is the megistos kouros the great kouros however it can explain only the doric type of the name which is connected with the ancient macedonian word pella pella stone stones played an important part in the cult of the god especially in the oracular shrine of delphi omphalos the homeric hymn represents apollo as a northern intruder his arrival must have occurred during the dark ages that followed the destruction of the mycenaean civilization and his conflict with gaia mother earth was represented by the legend of his slaying her daughter the serpent python the earth deity had power over the ghostly world and it is believed that she was the deity behind the oracle the older tales mentioned two dragons who were perhaps intentionally conflated a female dragon named delphyne womb and a male serpent typhon to smoke the adversary of zeus in the titanomachy who the narrators confused with python python was the good daemon ἀγαθὸς δαίμων of the temple as it appears in minoan religion but she was represented as a dragon as often happens in northern european folklore as well as in the east apollo and his sister artemis can bring death with their arrows the conception that diseases and death come from invisible shots sent by supernatural beings or magicians is common in germanic and norse mythology in greek mythology artemis was the leader hegemon of the nymphs who had similar functions with the nordic elves the elfshot originally indicated disease or death attributed to the elves but it was later attested denoting stone arrowheads which were used by witches to harm people and also for healing rituals the vedic rudra has some similar functions with apollo the terrible god is called the archer and the bow is also an attribute of shiva rudra could bring diseases with his arrows but he was able to free people of them and his alternative shiba is a healer physician god however the indoeuropean component of apollo does not explain his strong relation with omens exorcisms and with the oracular cult minoan origin minoan labrys it seems an oracular cult existed in delphi from the mycenaean age in historical times the priests of delphi were called labryaden the doubleaxe men which indicates minoan origin the doubleaxe labrys was the holy symbol of the cretan labyrinth the homeric hymn adds that apollo appeared as a dolphin and carried cretan priests to delphi where they evidently transferred their religious practices apollo delphinios or delphidios was a seagod especially worshiped in crete and in the islands apollos sister artemis who was the greek goddess of hunting is identified with britomartis diktynna the minoan mistress of the animals in her earliest depictions she is accompanied by the mister of the animals a male god of hunting who had the bow as his attribute his original name is unknown but it seems that he was absorbed by the more popular apollo who stood by the virgin mistress of the animals becoming her brother the old oracles in delphi seem to be connected with a local tradition of the priesthood and there is not clear evidence that a kind of inspirationprophecy existed in the temple this led some scholars to the conclusion that pythia carried on the rituals in a consistent procedure through many centuries according to the local tradition in that regard the mythical seeress sibyl of anatolian origin with her ecstatic art looks unrelated to the oracle itself however the greek tradition is referring to the existence of vapours and chewing of laurelleaves which seem to be confirmed by recent studies plato describes the priestesses of delphi and dodona as frenzied women obsessed by mania frenzy a greek word he connected with mantis prophet frenzied women like sibyls from whose lips the god speaks are recorded in the near east as mari in the second millennium bc although crete had contacts with mari from 2000 bc there is no evidence that the ecstatic prophetic art existed during the minoan and mycenean ages it is more probable that this art was introduced later from anatolia and regenerated an existing oracular cult that was local to delphi and dormant in several areas of greece anatolian origin illustration of a coin of apollo agyieus from ambracia a nongreek origin of apollo has long been assumed in scholarship the name of apollos mother leto has lydian origin and she was worshipped on the coasts of asia minor the inspiration oracular cult was probably introduced into greece from anatolia which is the origin of sibyl and where existed some of the oldest oracular shrines omens symbols purifications and exorcisms appear in old assyrobabylonian texts and these rituals were spread into the empire of the hittites in a hittite text is mentioned that the king invited a babylonian priestess for a certain purification a similar story is mentioned by plutarch he writes that the cretan seer epimenides purified athens after the pollution brought by the alcmeonidae and that the seers expertise in sacrifices and reform of funeral practices were of great help to solon in his reform of the athenian state the story indicates that epimenides was probably heir to the shamanic religions of asia and proves together with the homeric hymn that crete had a resisting religion up to historical times it seems that these rituals were dormant in greece and they were reinforced when the greeks migrated to anatolia homer pictures apollo on the side of the trojans fighting against the achaeans during the trojan war he is pictured as a terrible god less trusted by the greeks than other gods the god seems to be related to appaliunas a tutelary god of wilusa troy in asia minor but the word is not complete the stones found in front of the gates of homeric troy were the symbols of apollo the greeks gave to him the name agyieus as the protector god of public places and houses who wards off evil and his symbol was a tapered stone or column however while usually greek festivals were celebrated at the full moon all the feasts of apollo were celebrated at the seventh day of the month and the emphasis given to that day sibutu indicates a babylonian origin the late bronze age from 1700 to 1200 bce hittite and hurrian aplu was a god of plague invoked during plague years here we have an apotropaic situation where a god originally bringing the plague was invoked to end it aplu meaning the son of was a title given to the god nergal who was linked to the babylonian god of the sun shamash homer interprets apollo as a terrible god who brings death and disease with his arrows but who can also heal possessing a magic art that separates him from the other greek gods in iliad his priest prays to apollo smintheus the mouse god who retains an older agricultural function as the protector from field rats all these functions including the function of the healergod paean who seems to have mycenean origin are fused in the cult of apollo
28,the chief apollonian festivals were the boedromia carneia carpiae daphnephoria delia hyacinthia metageitnia pyanepsia pythia and thargelia
29,list of grand slam mens singles champions agassisampras rivalry tennis male players statistics alltime tennis records mens singles tennis records of the open era mens singles
29,in 1992 agassi was named the bbc overseas sports personality of the year in 2010 sports illustrated named agassi the 7th greatest male player of all time on july 9 2011 agassi was inducted into the international tennis hall of fame at a ceremony in newport rhode island
29,itf world champion 1999 atp player of the year 1999 atp most improved player 1988 1998
29,wimbledon 2000 semifinal agassi vs rafter 2003 starring andre agassi patrick rafter standing room only dvd release date august 16 2005 run time 213 minutes charlie rose with andre agassi may 7 2001 charlie rose inc dvd release date august 15 2006 run time 57 minutes wimbledon the record breakers 2005 starring andre agassi boris becker standing room only dvd release date august 16 2005 run time 52 minutes
29,andre agassi tennis for the snes sega genesis sega game gear master system and mobile phone agassi tennis generation for ps2 and gba smash court pro tournament for ps2 top spin 4 on cover of game for xbox 360 playstation 3 and wii
29,19861993 breakthrough and the first major title agassi turned professional at the age of 16 and competed in his first tournament at la quinta california he won his first match against john austin but then lost his second match to mats wilander by the end of 1986 agassi was ranked world no 91 he won his first toplevel singles title in 1987 at the sul american open in itaparica and ended the year ranked world no 25 he won six additional tournaments in 1988 memphis us mens clay court championships forest hills wct stuttgart outdoor volvo international and livingston open and by december of that year he had surpassed us1 million in career prize money after playing in just 43 tournamentsthe fastest anyone in history had reached that level during 1988 he also set the openera record for most consecutive victories by a male teenager a record that stood for 17 years until rafael nadal broke it in 2005 his yearend ranking was world no 3 behind secondranked ivan lendl and topranked mats wilander both the association of tennis professionals and tennis magazine named agassi the most improved player of the year for 1988 in addition to not playing the australian open which later became his best grand slam event for the first eight years of his career agassi chose not to play at wimbledon from 1988 through 1990 and publicly stated that he did not wish to play there because of the events traditionalism particularly its predominantly white dress code to which players at the event are required to conform strong performances on the tour meant that agassi was quickly tipped as a future grand slam champion while still a teenager he reached the semifinals of both the french open and the us open in 1988 and made the us open semifinals in 1989 he began the 1990s with a series of nearmisses he reached his first grand slam final in 1990 at the french open where he was favored before losing in four sets to andrés gómez which he attributes to worrying about his wig falling off he reached his second grand slam final of the year at the us open defeating defending champion boris becker in the semifinals his opponent in the final was pete sampras a year earlier agassi had crushed sampras after which he told his coach that he felt bad for sampras because he was never going to make it as a pro agassi lost the us open final to sampras in three sets the rivalry between these two american players became the dominant rivalry in tennis over the rest of the decade also in 1990 agassi helped the united states win its first davis cup in 8 years and won his only tennis masters cup beating reigning wimbledon champion stefan edberg in the final in 1991 agassi reached his second consecutive french open final where he faced fellow bollettieri academy alumnus jim courier courier emerged the victor in a fiveset final agassi decided to play at wimbledon in 1991 leading to weeks of speculation in the media about the clothes he would wear he eventually emerged for the first round in a completely white outfit he reached the quarterfinals on that occasion losing in five sets to david wheaton agassis grand slam tournament breakthrough came at wimbledon not at the french open or the us open where he had previously enjoyed success in 1992 he defeated goran ivanišević in a fiveset final along the way agassi overcame two former wimbledon champions boris becker and john mcenroe no other baseliner would triumph at wimbledon until lleyton hewitt ten years later agassi was named the bbc overseas sports personality of the year in 1992 agassi once again played on the united states davis cup winning team in 1992 it was their second davis cup title in three years in 1993 agassi won the only doubles title of his career at the cincinnati masters partnered with petr korda he missed much of the early part of that year due to injuries although he made the quarterfinals in his wimbledon title defense he lost to eventual champion and world no 1 pete sampras in five sets agassi lost in the first round at the us open to thomas enqvist and required wrist surgery late in the year 19941997 rise to the top olympic gold and the fall with new coach brad gilbert on board agassi began to employ more of a tactical consistent approach which fueled his resurgence he started slowly in 1994 losing in the first week at the french open and wimbledon nevertheless he emerged during the hardcourt season winning the canadian open his comeback culminated at the 1994 us open with a fiveset fourthround victory against compatriot michael chang he then became the first man to capture the us open as an unseeded player beating michael stich in the final along the way he beat 5 seeded players in 1995 agassi shaved his balding head breaking with his old image is everything style he competed in the 1995 australian open his first appearance at the event and won beating sampras in a fourset final agassi and sampras met in five tournament finals in 1995 all on hardcourt with agassi winning three agassi won three masters series events in 1995 cincinnati key biscayne and the canadian open and seven titles total he compiled a careerbest 26match winning streak during the summer hardcourt circuit with the last victory being in an intense late night fourset semifinal of the us open against boris becker the streak ended the next day when agassi lost the final to sampras agassi reached the world no 1 ranking for the first time in april 1995 he held that ranking until november for a total of 30 weeks agassi skipped most of the fall indoor season which allowed sampras to surpass him and finish ranked no 1 at the yearending ranking in terms of winloss record 1995 was agassis best year he won 73 matches while losing 9 and was also once again a key player on the united states davis cup winning teamthe third and final davis cup title of agassis career 1996 was a less successful year for agassi as he failed to reach any grand slam final he suffered two earlyround losses at the hands of compatriots chris woodruff and doug flach at the french open and wimbledon respectively and lost to chang in straight sets in the australian and us open semifinals at the time agassi blamed the australian open loss on the windy conditions but later said in his biography that he had lost the match on purpose as he did not want to play boris becker whom he would have faced in that final the high point for agassi was winning the mens singles gold medal at the olympic games in atlanta beating sergi bruguera of spain in the final agassi also successfully defended his singles titles in cincinnati and key biscayne 1997 was the low point of agassis career his wrist injury resurfaced and he played only 24 matches during the year he later confessed that he started using crystal methamphetamine at that time allegedly on the urging of a friend he failed an atp drug test but wrote a letter claiming the same friend had spiked a drink the atp dropped the failed drug test as a warning in his autobiography agassi admitted that the letter was a lie he quit the drug soon after at this time agassi was also in a failing marriage with actress brooke shields and had lost interest in the game he won no toplevel titles and his ranking sank to world no 141 on november 10 1997 prompting many to believe that his run as one of the sports premier competitors was over and that he would never again win any significant championships 19982003 return to glory and career super slam agassi serving in 1998 agassi began a rigorous conditioning program and worked his way back up the rankings by playing in challenger series tournaments a circuit for pro players ranked outside the worlds top 50 after returning to top physical and mental shape agassi recorded the most successful period of his tennis career and also played classic matches in that period against pete sampras and patrick rafter in 1998 agassi won five titles and leapt from world no 110 to no 6 the highest jump into the top 10 made by any player during a calendar year at wimbledon he had an early loss in the second round to tommy haas he won five titles in ten finals and was runnerup at the masters series tournament in key biscayne losing to marcelo ríos who became world no 1 as a result at the year end he was awarded the atp most improved player of the year for the second time in his career the first being 10 years earlier in 1988 agassi entered the history books in 1999 when he came back from two sets to love down to beat andrei medvedev in a fiveset french open final becoming at the time only the fifth male player joining rod laver fred perry roy emerson and don budgethese have since been joined by roger federer rafael nadal and novak djokovic to win all four grand slam singles titles during his career only laver agassi federer nadal and djokovic have achieved this feat during the open era this win also made him the first of only four the next being federer nadal and djokovic respectively male player in history to have won all four grand slam titles on three different surfaces clay grass and hard courts agassi also became the only male player to win the career super slam consisting of all four grand slam tournaments plus an olympic gold medal in singles and a yearend championship agassi followed his 1999 french open victory by reaching the wimbledon final where he lost to sampras in straight sets he rebounded from his wimbledon defeat by winning the us open beating todd martin in five sets rallying from a two sets to one deficit in the final overall during the year agassi won 5 titles including two majors and the atp masters series in paris where he beat marat safin agassi ended 1999 as the world no 1 ending samprass record of six consecutive yearending top rankings 199398 this was the only time agassi ended the year at no 1 he began the next year by capturing his second australian open title beating sampras in a fiveset semifinal and yevgeny kafelnikov in a fourset final he was the first male player to have reached four consecutive grand slam finals since rod laver achieved the grand slam in 1969 at the time agassi was also only the fourth player since laver to be the reigning champion of three of four grand slam events missing only the wimbledon title 2000 also saw agassi reach the semifinals at wimbledon where he lost in five sets to rafter in a match considered by many to be one of the best ever at wimbledon at the inaugural tennis masters cup in lisbon agassi reached the final after defeating marat safin in the semifinals to end the russians hopes to become the youngest world no 1 in the history of tennis agassi then lost to gustavo kuerten in the final allowing kuerten to be crowned yearend world no 1 agassi opened 2001 by successfully defending his australian open title with a straightsets final win over arnaud clément en route he beat a cramping rafter in five sets in front of a sellout crowd in what turned out to be the aussies last australian open at wimbledon they met again in the semifinals where agassi lost another close match to rafter 86 in the fifth set in the quarterfinals at the us open agassi lost a 3hour 33 minute epic match with sampras 76 67 67 67 with no breaks of serve during the 52game match despite the setback agassi finished 2001 ranked world no 3 becoming the only male tennis player to finish a year ranked in the top 3 in three different decades 1980s 1990s 2000s he also was the oldest player age 31 to finish in the top three since 32yearold connors finished at world no 2 in 1984 2002 opened with disappointment for agassi as injury forced him to skip the australian open where he was a twotime defending champion agassi recovered from the injury and later that year defended his key biscayne title beating then rising roger federer in a fourset final the last duel between agassi and sampras came in the final of the us open which sampras won in four sets and left sampras with a 2014 edge in their 34 career meetings the match was the last of samprass career agassis us open finish along with his masters series victories in key biscayne rome and madrid helped him finish 2002 as the oldest yearend world no 2 at 32 years and 8 months in 2003 agassi won the eighth and final grand slam title of his career at the australian open where he beat rainer schüttler in straight sets in the final in march he won his sixth career and third consecutive key biscayne title in the process surpassing his wife steffi graf who was a fivetime winner of the event the final was his 18th straight win in that tournament which broke the previous record of 17 set by sampras from 199395 agassis winning streak continued to 20 after winning his first two matches at the 2004 edition of that tournament before bowing to agustín calleri with the victory agassi became the youngest 19 years old and oldest 32 winner of the key biscayne tournament on april 28 2003 he recaptured the world no 1 ranking after a quarterfinal victory over xavier malisse at the queens club championships to become the oldest topranked male player since the atp rankings began at 33 years and 13 days he had held the world no 1 ranking for two weeks when lleyton hewitt took it back on may 12 2003 agassi then recaptured the world no 1 ranking once again on june 16 2003 which he held for 12 weeks until september 7 2003 during his career agassi held the world no 1 ranking for a total of 101 weeks agassis ranking slipped when injuries forced him to withdraw from many events he did manage to reach the us open semifinals where he lost to juan carlos ferrero and surrendered his world no 1 ranking to ferrero at the yearend tennis masters cup agassi lost in the final to federer and finished the year ranked world no 4 at age 33 he was the oldest player to rank in the top 5 since connors at age 35 was world no 4 in 1987 20042006 final years in 2004 agassi began the year with a fiveset loss in the semifinals of the australian open to marat safin the loss ended agassis 26match winning streak at the event a record that still stands he won the masters series event in cincinnati to bring his career total to 59 toplevel singles titles and a record 17 atp masters series titles having already won seven of the nine atp masters tournamentall except the tournaments in monte carlo and hamburg at 34 he became the secondoldest singles champion in cincinnati tournament history the tournament began in 1899 surpassed only by ken rosewall who won the title in 1970 at age 35 he finished the year ranked world no 8 the oldest player to finish in the top 10 since the 36yearold connors was world no 7 in 1988 agassi also became only the sixth male player during the open era to reach 800 career wins with his firstround victory over alex bogomolov in countrywide classic in los angeles agassis 2005 began with a quarterfinal loss to federer at the australian open agassi had several other deep runs at tournaments but had to withdraw from several events due to injury he lost to jarkko nieminen in the first round of the french open he won his fourth title in los angeles and reached the final of the rogers cup before falling to world no 2 rafael nadal agassis 2005 was defined by an improbable run to the us open final after beating răzvan sabău and ivo karlović in straight sets and tomáš berdych in four sets agassi won three consecutive fiveset matches to advance to the final the most notable of these matches was his quarterfinal victory over james blake where he rallied from two sets down to win 76 in the fifth set his other fiveset victims were xavier malisse in the fourth round and robby ginepri in the semifinals in the final agassi faced federer who was seeking his second consecutive us open title and his sixth grand slam title in two years federer defeated agassi in four sets agassi finished 2005 ranked world no 7 his 16th time in the yearend top10 rankings which tied connors for the most times ranked in the top 10 at years end agassi had a poor start to 2006 he was still recovering from an ankle injury and also suffering from back and leg pain and lack of match play agassi withdrew from the australian open because of the ankle injury and his back injury and other pains forced him to withdraw from several other events eventually skipping the entire claycourt season including the french open this caused his ranking to drop out of the top 10 for the last time agassi returned for the grasscourt season playing a tuneup and then wimbledon he was defeated in the third round by world no 2 and eventual runnerup rafael nadal against conventions agassi the losing player was interviewed on court after the match at wimbledon agassi announced his plans to retire following the us open agassi played only two events during the summer hardcourt season with his best result being a quarterfinal loss at the countrywide classic in los angeles to fernando gonzález of chile which resulted in him being unseeded at the us open agassi had a short but dramatic run in his final us open because of extreme back pain agassi was forced to receive antiinflammatory injections after every match after a tough fourset win against andrei pavel agassi faced eighthseeded marcos baghdatis in the second round who had earlier advanced to the 2006 australian open final and wimbledon semifinals agassi won in five tough sets as the younger baghdatis succumbed to muscle cramping in the final set in his last match agassi fell to 112thranked bigserving benjamin becker of germany in four sets agassi received a fourminute standing ovation from the crowd after the match and delivered a retirement speech
29,andre kirk agassi born april 29 1970 is an american retired professional tennis player and former world no 1 who was one of the sports most dominant players from the early 1990s to the mid2000s generally considered by critics and fellow players to be one of the greatest tennis players of all time agassi has been called the greatest service returner in the history of the game described by the bbc upon his retirement as perhaps the biggest worldwide star in the sports history agassi compiled performances that along with his unorthodox apparel and attitude saw him cited as one of the most charismatic players in history as a result he is credited for helping to revive the popularity of tennis during the 1990s in singles tennis agassi is an eighttime grand slam champion and a 1996 olympic gold medalist as well as finishing runnerup in seven other grand slam tournaments during the open era agassi was the first male player to win four australian open titles a record that was later surpassed by novak djokovic when he won his fifth title in 2015 and then by roger federer in 2017 agassi is one of five male singles players to achieve the career grand slam in the open era and one of eight in history the first of two to achieve the career golden slam career grand slam and olympic gold medal the other being rafael nadal and the only man to win the career golden slam and the atp tour world championships won in 1990 a distinction dubbed as a career super slam by sports illustrated agassi was the first male player to win all four grand slam tournaments on three different surfaces hard clay and grass and last american male to win both the french open in 1999 and australian open in 2003 he also won 17 atp masters series titles and was part of the winning davis cup teams in 1990 1992 and 1995 agassi reached the world no 1 ranking for the first time in 1995 but was troubled by personal issues during the midtolate 1990s and sank to world no 141 in 1997 prompting many to believe that his career was over agassi returned to world no 1 in 1999 and enjoyed the most successful run of his career over the next four years during his 20plus year tour career agassi was known by the nickname the punisher after suffering from sciatica caused by two bulging discs in his back a spondylolisthesis vertebral displacement and a bone spur that interfered with the nerve agassi retired from professional tennis on september 3 2006 after losing in the third round of the us open to benjamin becker he is the founder of the andre agassi charitable foundation which has raised over 60 million for atrisk children in southern nevada in 2001 the foundation opened the andre agassi college preparatory academy in las vegas a k12 public charter school for atrisk children he has been married to fellow tennis player steffi graf since 2001
